id,display_title,main_artist,slug_candidates
ef852040-da94-4ba4-88d0-78c65f74662a,"Bon Iver - Weird Goodbyes","Bon Iver","bon-iver/weird-goodbyes"
9eaf5caa-fe1b-415b-a96c-89ddcf145139,"Bon Jovi - The Peoples House","Bon Jovi","bon-jovi/the-peoples-house; war/the-peoples-house"
45b2f931-9c28-44e3-ac74-07f63124e0c6,"Bootsy Collins - Hip Hop Lollipop","Bootsy Collins","bootsy-collins/hip-hop-lollipop; bootsycollins/hip-hop-lollipop"
fdc4131a-39af-4fc0-b3fd-59a47c6a160d,"BossLife Big Spence - Pimpin Like Kenny Red","BossLife Big Spence","bosslife-big-spence/pimpin-like-kenny-red; too-hort/pimpin-like-kenny-red; larry-june/pimpin-like-kenny-red"
bd7fd9cc-14b9-48fb-82eb-ae7a22fcbad2,"Bou - Baddadan Ft. Irah, Flowdan, Trigga, Takura","Bou","bou/baddadan-ft-irah-flowdan-trigga-takura; chase/baddadan-ft-irah-flowdan-trigga-takura"
226c9080-3e01-46a2-9a98-8091a73c6b1d,"Calvin Harris - Stay With Me","Calvin Harris","calvin-harris/stay-with-me-2; calvinharris/stay-with-me-2"
537bc825-e4b5-4037-aaf2-175cfc2f561f,"Camila Cabello - Hot Uptown","Camila Cabello","camila-cabello/hot-uptown"
1d4af545-9bed-440a-a269-c5d0c2b23c8c,"Camila Cabello - Psychofreak","Camila Cabello","camila-cabello/psychofreak; camilacabello/psychofreak"
cc0ee585-73b9-48ef-9539-ad6ad8ddea06,"Camila Cabello - Senorita","Camila Cabello","camila-cabello/senorita"
792040b1-6e8f-419b-8e4c-ce211bb4bb8c,"Carpenter Brut - Doom Dance","Carpenter Brut","carpenter-brut/doom-dance-2; gunship/doom-dance-2; gavin-rossdale/doom-dance-2"
8aadaef9-aa5f-4958-97bc-255370358f25,"Central Cee - Overseas","Central Cee","central-cee/overseas; d-block-europe/overseas"
0d346f3a-f920-4359-9592-40f9f297066d,"Channy Leaneagh - I'll Wait","Channy Leaneagh","channy-leaneagh/ill-wait-le-youth-remix; lane8/ill-wait-le-youth-remix; le-youth/ill-wait-le-youth-remix"
7a817778-8ea0-466d-b67f-986d9b6264a2,"Charlotte Sands - Loved You A Little","Charlotte Sands","charlotte-sands/loved-you-a-little; themaine/loved-you-a-little"
a46dd2cd-a817-45ff-86bc-e6523a62b9e1,"Chicane - Saltwater","Chicane","chicane/saltwater-2; moya-brennan/saltwater-2"
cbb6d798-1b47-471f-abd7-ba14a0cf90c7,"Childish Gambino - Witchy","Childish Gambino","childish-gambino/witchy-2; kaytranada/witchy-2"
fc14bc25-a26b-4d82-b363-07b06eeb0fec,"Ciara - Sk8","Ciara","窶・
8b6b3504-4449-40a1-be2f-6831842cb42c,"Coolio - Gangsta's Paradise","Coolio","窶・
8040a05a-003f-43ea-9a28-8f35e4502926,"Daft Punk - Get Lucky","Daft Punk","窶・
2230e389-1435-450a-9130-4816853dd418,"Dash Berlin - Time After Time","Dash Berlin","dash-berlin/time-after-time-2; dashberlin/time-after-time-2"
47d3b130-8786-4efb-9a3d-f61c65aa96c4,"David Bowie - This Is Not America","David Bowie","窶・
58eb1db8-69f2-4973-9482-ae4693d71f2e,"David Guetta - Ameno Amapiano","David Guetta","david-guetta/ameno-amapiano-you-wanna-bamba; goyamenor/ameno-amapiano-you-wanna-bamba"
826c07f4-fd06-439f-85cf-82fa0883498e,"David Guetta - Jennifer Lopez & David Guetta - Save Me Tonight","David Guetta","窶・
4a05f86e-6328-4fe5-8fa5-fd8ec3e1afb6,"David Guetta - Pum Pum","David Guetta","david-guetta/pum-pum-2; dimitri-vegas/pum-pum-2; loreen/pum-pum-2"
6aebf637-b66d-43c5-8a65-4c02d73ca73d,"Dillon Francis - Hot Tub","Dillon Francis","dillon-francis/hot-tub; yunggravy/hot-tub"
146493fd-01c0-46ed-97ee-2265d23e4382,"Dionnewarwick - That's What Friends Are For","Dionnewarwick","窶・
6c60dd74-6d37-4df8-98f7-b0fbbf5a4099,"DISPATCH - Live & Let Go","DISPATCH","dispatch/live-let-go; quinn-xcii/live-let-go"
926a425c-d848-4177-a6b7-5995aef862cd,"Doechii - Runway","Doechii","doechii/runway-2; lady-gaga/runway-2"
14ab2562-b059-4847-b4e7-3887e2a35715,"Dragonforce - Gluz - Burning Heart","Dragonforce","窶・
0daa9d8d-ce46-48e7-9986-08d92cbd22e6,"Ed Sheeran - The Joker And The Queen","Ed Sheeran","ed-sheeran/the-joker-and-the-queen"
b8001ab1-1a29-432f-b6e0-decfcb8262b5,"Ekko City - Move On","Ekko City","ekko-city/move-on; ekkocity/move-on"
0c77a900-3a6e-47ff-9296-1815bba3ec18,"Elderbrook - When I Talk","Elderbrook","elderbrook/when-i-talk; deadmau5/when-i-talk"
7ec823c3-a49b-461d-a9c9-05b3777b0226,"Electric Callboy - Spaceman","Electric Callboy","electric-callboy/spaceman; electriccallboy/spaceman"
8092d825-c3ee-44cf-a3b0-ad8e1c9e0fdc,"Eminem - No Shady","Eminem","eminem/no-shady; lil-wayne/no-shady"
45f54f1b-4722-4df0-a09c-965a31e1dde3,"Eric Clapton - It's Probably Me","Eric Clapton","eric-clapton/its-probably-me"
9c0bc927-f253-4a0e-8ee3-7590e4f898d3,"Fear Factory - Disobey - Disruptor Remix","Fear Factory","fear-factory/disobey-disruptor-remix; fearfactory/disobey-disruptor-remix"
9e00a1ff-117b-463f-b6e1-29547e9550f9,"Foo Fighters - The Glass","Foo Fighters","foo-fighters/the-glass; h-e-r/the-glass"
6b812666-cd84-43b4-9485-dfb85502aa4c,"Freddie Gibbs - Off Road","Freddie Gibbs","freddie-gibbs/off-road; rory/off-road; masego/off-road"
c0cb777c-cb99-43a8-bf2c-0a96943bbecd,"Frﾃｩdﾃｩric Lo - You Can't Keep It From Me Forever","Frﾃｩdﾃｩric Lo","frederic-lo/you-cant-keep-it-from-me-forever; peterdoherty/you-cant-keep-it-from-me-forever"
07155cc7-42f9-41bb-8ca6-07a59ace9748,"Future - South Of France","Future","future/south-of-france"
9620a38a-10e4-44bb-be48-fc9de62c165e,"Gesaffelstein - Conquistador","Gesaffelstein","gesaffelstein/conquistador; jean-michel-jarre/conquistador"
ae741120-d3a8-4936-89f4-88a42b1dfc31,"girlfriends - 5,6,7,8","girlfriends","girlfriends/5678; l-l/5678"
db18b8e5-aa28-480d-9587-3014aa857bdd,"Goody Grace - Rest In Pieces","Goody Grace","goody-grace/rest-in-pieces; kelsykarter-theheroines/rest-in-pieces"
1c2d237f-505f-4daa-a108-2b12a24ada8a,"Gotye - Somebody That I Used To Know","Gotye","窶・
44fceacb-d1fe-4920-827e-94341e6e35c7,"Grimes - Entwined","Grimes","grimes/entwined-2; sub-focus/entwined-2"
b2b61990-7da8-4500-aab7-a0a11fec94d4,"Hayla - Another World","Hayla","hayla/another-world-2; meduza/another-world-2; kevin-de-vries/another-world-2; slvr/another-world-2"
052b69d3-68e9-4444-af61-fdbd464fbec4,"Herb Alpert - Diamonds Hd","Herb Alpert","窶・
e7e3d669-7db2-4686-9bdc-e95478c0a51d,"Hotel Lobby - Quavo & Takeoff","Hotel Lobby","窶・
3469d012-8a23-46d4-890e-dbdcd83162c2,"iann dior - Goodbye","iann dior","iann-dior/goodbye-5; adekunle-gold/goodbye-5; foushee/goodbye-5"
c5dc9285-7bc6-4221-8c5e-f0ec2e726a8a,"Ilkay Sencan - Talk","Ilkay Sencan","ilkay-sencan/talk-4; ilkaysencan/talk-4"
d0d0a5a8-3d73-4b54-9d13-e9f3f277ad3a,"In The End [Official Hd Music Video] - Linkin Park","In The End [Official Hd Music Video]","窶・
34c009aa-41ab-460b-b53d-7aa04a88916b,"james reid - Hello 2.0 Legends Only","james reid","james-reid/hello-2-0-legends-only; transparentarts/hello-2-0-legends-only"
d025b8ba-815d-4be3-90f0-39a90561737a,"Jasiah - Taking Over Me","Jasiah","jasiah/taking-over-me"
577bf4af-e77a-4503-9da1-ed679788a698,"Jazzy - All This Time","Jazzy","jazzy/all-this-time-4; sonny-fodera/all-this-time-4"
1d76a7b7-d690-4787-aa9d-04a36a9f46f2,"Jeff Beck - Patient Number","Jeff Beck","jeff-beck/patient-number"
49c8ab58-bfa3-444c-8a11-d8ccd4620d80,"Jim Yosef - Stamp On The Ground","Jim Yosef","jim-yosef/stamp-on-the-ground; jimyosef/stamp-on-the-ground"
feb13829-343c-4e4d-874b-e64cf905ba43,"Jody Watley - Looking For A New Love","Jody Watley","窶・
00d04245-21b2-4b0f-9b2e-5ed7266585da,"Joe Jonas - Not Alone","Joe Jonas","joe-jonas/not-alone; joejonas/not-alone"
178be201-59ed-4a3e-bd94-3c5c15d239d1,"JoJo - Bottomline","JoJo","jojo/bottomline-2; tori-kelly/bottomline-2"
1df48cd0-6270-423e-8c79-8b451c3db2b7,"Kali Uchis - Is It A Crime","Kali Uchis","kali-uchis/is-it-a-crime-3; mariah-the-scientist/is-it-a-crime-3"
1bbbb8bb-2773-4f34-b2e1-d88798a157e3,"Katy Perry - Dark Horse","Katy Perry","窶・
c9364537-4df9-4180-b25f-bfb74687230e,"Kehlani - Folded Remix","Kehlani","kehlani/folded-remix; ne-yo/folded-remix"
2fd8c655-8e37-471a-8cbd-3fee5018081a,"KETTAMA - Fen Violet","KETTAMA","kettama/fen-violet"
33506c0d-5749-46fc-ad34-0c45a0324989,"Kid Cudi - The Scotts","Kid Cudi","kid-cudi/the-scotts; scotts/the-scotts"
748d0332-7c9d-480c-8c91-f38e5e2936db,"Kygo - Save My Love","Kygo","kygo/save-my-love-2; khalid/save-my-love-2; gryffin/save-my-love-2"
fe8f88f9-3747-4bc5-8df5-1e67279dbf69,"Kylie Minogue - Dance Alone","Kylie Minogue","kylie-minogue/dance-alone-2"
d8955c79-1aad-41a8-b3f6-2bddadf8439e,"Kyndle Wylde - Say You'll Be There","Kyndle Wylde","kyndle-wylde/say-youll-be-there-vintage-style-cover; scott-bradlees-postmodern-jukebox/say-youll-be-there-vintage-style-cover; tawanda/say-youll-be-there-vintage-style-cover; tatum-langley/say-youll-be-there-vintage-style-cover"
555221ae-2421-4029-be47-d7e906ecbb0c,"Le Youth - Lighthouse","Le Youth","le-youth/lighthouse; leyouth/lighthouse"
e7b0b1ab-b373-454f-8715-2b910e03ec46,"Lloyd Banks - Power","Lloyd Banks","lloyd-banks/power-2; jadakiss/power-2"
0a4f6e7b-26e9-45b5-97f4-a83626ca149d,"Loui & Victony - Selema","Loui & Victony","loui-victony/selema-po-po; musakeys/selema-po-po"
d59a99d9-fc0c-46ef-bd62-fbc31d6edce8,"Lucas &Amp; Steve - Can't Forget You","Lucas &Amp; Steve","lucas-steve/cant-forget-you; lum-x/cant-forget-you"
ce0b6a03-3440-4084-a9c4-c34714d46e8e,"Luis Fonsi - Despacito","Luis Fonsi","窶・
a9f7c0b2-3537-4ab4-918e-f92be7be63d5,"Luther - Kendrick Lamar & Sza","Luther","窶・
c031cdcc-c1e2-45aa-86fd-243f5b53b39a,"Machine Gun Kelly - Emo Girl","Machine Gun Kelly","machine-gun-kelly/emo-girl; machinegunkelly/emo-girl"
18c629c8-f7c9-4c06-af03-15020a4690a9,"Macklemore - Thrift Shop","Macklemore","窶・
0ab0d70e-c322-4862-8493-303aee374205,"Maggie Lindemann - Break Me!","Maggie Lindemann","maggie-lindemann/break-me; maggielindemann/break-me"
15bfed9c-50fb-4714-9c27-3d34e4a9b84d,"Mariah Carey - Don't Stop Christmas Now","Mariah Carey","mariah-carey/dont-stop-christmas-now; 2ectasy/dont-stop-christmas-now; jeffy/dont-stop-christmas-now; kakagoesbackhome/dont-stop-christmas-now"
d31c8de5-7a81-4ad7-b398-9e2d9492eca5,"MEARSY - Dna","MEARSY","mearsy/dna-2; sophie/dna-2"
73c4d376-373d-4518-9ddc-d386e4ec2507,"Metrikuk - Awake","Metrikuk","metrikuk/awake; metrik/awake; on-mode/awake; blanke/awake"
e7383047-e727-4707-8be3-ea38b92a157c,"Michael Jackson - Say Say Say","Michael Jackson","窶・
6069c45c-9162-4cf1-8e91-e9a3639a6d6e,"Michael Patrick Kelly - Wonders","Michael Patrick Kelly","michael-patrick-kelly/wonders-2; michaelpatrickkelly/wonders-2"
a02609eb-ab0b-4107-8649-8bb614f79d59,"Milet - Inside You / The Home Take","Milet","窶・
461c5ac5-afae-4604-b2e7-5ba7e53dfa6f,"Miley Cyrus - Doctor","Miley Cyrus","miley-cyrus/doctor"
d7ee0676-db21-4c59-82ca-6bf9b14ced15,"Missing - Everything But The Girl","Missing","窶・
e8756a37-629b-49c9-86c7-3230958bfdcb,"Mos Def - Take It Back","Mos Def","mos-def/take-it-back; pia-mia/take-it-back; chris-brown/take-it-back; tyga/take-it-back"
ad00e841-189b-4044-b017-91d88156c1c7,"Mr. Probz - Waves","Mr. Probz","chris-brown/waves-4; mr-probz/waves-4; t-i/waves-4"
449bfabc-4c43-4561-89da-c6f73644edf0,"Narvent - Memory Reboot","Narvent","narvent/memory-reboot; v-j/memory-reboot"
1352fa22-d24f-4a91-bd4b-80cb8a15e4ab,"Narvent - Moonlit","Narvent","narvent/moonlit; v-j/moonlit"
bcc96979-cb24-40e2-92c6-35c9b06625d5,"Neil Young - Big Change","Neil Young","neil-young/big-change"
aa9cc627-c328-43fc-8cbb-b60b671c1ab5,"Olivia Newton - John - Physical","Olivia Newton","窶・
999b06bd-a7f7-4df1-afe8-58839f1046d4,"Passenger","Passenger","窶・
6024198f-4f6f-431a-aa50-fd189f512efc,"Purple Disco Machine - Paradise","Purple Disco Machine","purple-disco-machine/paradise-4; sophie/paradise-4"
0e703945-2d0a-4076-9b1f-cbffaa74f89a,"Richard Sanderson - Reality","Richard Sanderson","窶・
f7843026-83a7-4b37-a346-b09d84a83fe8,"Robby East - Start Over","Robby East","robby-east/start-over; robbyeast/start-over"
f2bcb9e3-cfc5-439b-b1c9-6f6e10be3011,"Robert Palmer - Addicted To Love","Robert Palmer","窶・
253be812-8a62-40c4-bc37-00503e83915e,"Robin Zander - In This Country","Robin Zander","窶・
26138706-e168-4382-92e9-fb526856933d,"Royal &Amp; The Serpent - Pity Party","Royal &Amp; The Serpent","royal-the-serpent/pity-party-2; standatlantic/pity-party-2"
3fcc425c-ea05-4508-bec5-9d4a7a6f23b2,"Ryo(筅ｴ・鞘､ｵ・・ - Never Fall In Love Again","Ryo(筅ｴ・鞘､ｵ・・","窶・
d0f8a2de-8314-4eca-9889-02ac1155ecf7,"Sam Harper - Air That I Breathe","Sam Harper","sam-harper/air-that-i-breathe; on-mode/air-that-i-breathe"
e75beb23-b9aa-488b-8cd9-0200997aad0b,"Save Me Tonight - Jennifer Lopez & David Guetta","Save Me Tonight","窶・
e3f924b6-0eb7-4d30-ac15-9c10670bc32b,"Shakira - Waka Waka","Shakira","窶・
1d7b3d78-a583-4323-a28e-19e381d9c9ab,"Shiraz Lane - Out There Somewhere // Official Music Video","Shiraz Lane","窶・
105aa0b9-d075-4c52-bc06-6eda586e5f84,"Sigma - Jungle","Sigma","sigma/jungle-3; stefflon-don/jungle-3; yung-saber/jungle-3"
24fd67a6-74e3-454d-8212-6dd468b6165f,"Snoop Dogg - Money","Snoop Dogg","snoop-dogg/money-5; zoe-osama/money-5; e-40/money-5; moneysign-suede/money-5"
708abf2b-f83f-4ab0-866a-ab9939358ebf,"Stacey Ryan - Don't Text Me When You're Drunk","Stacey Ryan","stacey-ryan/dont-text-me-when-youre-drunk; staceyryan/dont-text-me-when-youre-drunk"
8177a375-315f-46d8-aff3-dbcb51958afb,"The Alchemist - Next To You","The Alchemist","alchemist/next-to-you-5; erykah-badu/next-to-you-5"
7db4a928-0989-47fc-b9b0-8a8c5049f79b,"Yellow Magic Orchestra - ""Rydeen""","Yellow Magic Orchestra","窶・
2522766d-602f-4390-a3d8-b6290f3cac86,"譛ｪ蛻・｡・- Stonehenge","譛ｪ蛻・｡・,"elton-john/stonehenge; spinal-tap/stonehenge"
