id,display_title,main_artist,song_title,music8_artist_slug,music8_song_slug,spotify_artists,slug_candidates
ad00e841-189b-4044-b017-91d88156c1c7,Mr. Probz - Waves,Mr. Probz,Waves,chris-brown,waves-4,"Mr. Probz, Chris Brown, T.I.",chris-brown/waves-4; mr-probz/waves-4; t-i/waves-4
449bfabc-4c43-4561-89da-c6f73644edf0,Narvent - Memory Reboot,Narvent,Memory Reboot,narvent,memory-reboot,"VØJ, Narvent",narvent/memory-reboot; v-j/memory-reboot
1352fa22-d24f-4a91-bd4b-80cb8a15e4ab,Narvent - Moonlit,Narvent,Moonlit,narvent,moonlit,"VØJ, Narvent",narvent/moonlit; v-j/moonlit
bcc96979-cb24-40e2-92c6-35c9b06625d5,Neil Young - Big Change,Neil Young,Big Change,neil-young,big-change,"ニール・ヤング, neil young and the chrome hearts",neil-young/big-change
aa9cc627-c328-43fc-8cbb-b60b671c1ab5,Olivia Newton - John - Physical,Olivia Newton,John - Physical,,,"Glee Cast, Olivia Newton-John",olivia-newton/john-physical; glee-cast/john-physical; olivia-newton-john/john-physical
999b06bd-a7f7-4df1-afe8-58839f1046d4,Passenger,Passenger,Passenger,,,"Passenger, Ed Sheeran",passenger/passenger; ed-sheeran/passenger
6024198f-4f6f-431a-aa50-fd189f512efc,Purple Disco Machine - Paradise,Purple Disco Machine,Paradise,purple-disco-machine,paradise-4,"Sophie and the Giants, Purple Disco Machine",purple-disco-machine/paradise-4; sophie/paradise-4
0e703945-2d0a-4076-9b1f-cbffaa74f89a,Richard Sanderson - Reality,Richard Sanderson,Reality,,,"Vladimir Cosma, Richard Sanderson",richard-sanderson/reality; vladimir-cosma/reality
f7843026-83a7-4b37-a346-b09d84a83fe8,Robby East - Start Over,Robby East,Start Over,robby-east,start-over,"RobbyEast,Tailor",robby-east/start-over; robbyeast/start-over
f2bcb9e3-cfc5-439b-b1c9-6f6e10be3011,Robert Palmer - Addicted To Love,Robert Palmer,Addicted To Love,,,"Robert Palmer, Eric 'ET' Thorngren",robert-palmer/addicted-to-love; eric-et-thorngren/addicted-to-love
253be812-8a62-40c4-bc37-00503e83915e,Robin Zander - In This Country,Robin Zander,In This Country,,,"Nappy Roots, Anthony Hamilton",robin-zander/in-this-country; nappy-roots/in-this-country; anthony-hamilton/in-this-country
26138706-e168-4382-92e9-fb526856933d,Royal &Amp; The Serpent - Pity Party,Royal &Amp; The Serpent,Pity Party,royal-the-serpent,pity-party-2,"StandAtlantic,Royal&theSerpent",royal-the-serpent/pity-party-2; standatlantic/pity-party-2
3fcc425c-ea05-4508-bec5-9d4a7a6f23b2,Ryo(⤴️⤵️) - Never Fall In Love Again,Ryo(⤴️⤵️),Never Fall In Love Again,,,"Stephen Sanchez, Em Beihold",ryo/never-fall-in-love-again; stephen-sanchez/never-fall-in-love-again; em-beihold/never-fall-in-love-again
d0f8a2de-8314-4eca-9889-02ac1155ecf7,Sam Harper - Air That I Breathe,Sam Harper,Air That I Breathe,sam-harper,air-that-i-breathe,"ÆON:MODE, Sam Harper",sam-harper/air-that-i-breathe; on-mode/air-that-i-breathe
e75beb23-b9aa-488b-8cd9-0200997aad0b,Save Me Tonight - Jennifer Lopez & David Guetta,Save Me Tonight,Jennifer Lopez & David Guetta,,,"Jennifer Lopez, David Guetta, Seth Hills",save-me-tonight/jennifer-lopez-david-guetta; jennifer-lopez/jennifer-lopez-david-guetta; david-guetta/jennifer-lopez-david-guetta; seth-hills/jennifer-lopez-david-guetta
e3f924b6-0eb7-4d30-ac15-9c10670bc32b,Shakira - Waka Waka,Shakira,Waka Waka,,,"Shakira, Freshlyground",shakira/waka-waka; freshlyground/waka-waka
1d7b3d78-a583-4323-a28e-19e381d9c9ab,Shiraz Lane - Out There Somewhere // Official Music Video,Shiraz Lane,Out There Somewhere // Official Music Video,,,"Jon B., Rick Ross",shiraz-lane/out-there-somewhere-official-music-video; jon-b/out-there-somewhere-official-music-video; rick-ross/out-there-somewhere-official-music-video
105aa0b9-d075-4c52-bc06-6eda586e5f84,Sigma - Jungle,Sigma,Jungle,sigma,jungle-3,"Sigma, Stefflon Don, Yung Saber",sigma/jungle-3; stefflon-don/jungle-3; yung-saber/jungle-3
24fd67a6-74e3-454d-8212-6dd468b6165f,Snoop Dogg - Money,Snoop Dogg,Money,snoop-dogg,money-5,"Zoe Osama, Snoop Dogg, E-40, MoneySign Suede",snoop-dogg/money-5; zoe-osama/money-5; e-40/money-5; moneysign-suede/money-5
708abf2b-f83f-4ab0-866a-ab9939358ebf,Stacey Ryan - Don't Text Me When You're Drunk,Stacey Ryan,Don't Text Me When You're Drunk,stacey-ryan,dont-text-me-when-youre-drunk,"StaceyRyan,Zai1k",stacey-ryan/dont-text-me-when-youre-drunk; staceyryan/dont-text-me-when-youre-drunk
8177a375-315f-46d8-aff3-dbcb51958afb,The Alchemist - Next To You,The Alchemist,Next To You,alchemist,next-to-you-5,"Erykah Badu, The Alchemist",alchemist/next-to-you-5; erykah-badu/next-to-you-5
7db4a928-0989-47fc-b9b0-8a8c5049f79b,"Yellow Magic Orchestra - ""Rydeen""",Yellow Magic Orchestra,"""Rydeen""",,,"YELLOW MAGIC ORCHESTRA, 吉沢典夫",yellow-magic-orchestra/rydeen
2522766d-602f-4390-a3d8-b6290f3cac86,未分類 - Stonehenge,未分類,Stonehenge,elton-john,stonehenge,"Spinal Tap, Elton John",elton-john/stonehenge; spinal-tap/stonehenge
