id,display_title,main_artist,song_title,music8_artist_slug,music8_song_slug,video_id,spotify_artists,slug_candidates,artist_slug_candidates
f2c0de67-26ee-48fb-b473-cc82beb6bfdd,Amaranthe - Do Or Die,Amaranthe,Do Or Die,,,FAeGOH93QcI,"Amaranthe, Angela Gossow",amaranthe/do-or-die; angela-gossow/do-or-die,amaranthe; angela-gossow
135224

5e78a8c2-c982-4868-8a51-84a8c5253fda,"Apple Music - Estelle: “American Boy""",Apple Music,"Estelle: “American Boy""",,,ti0i3AWqOYQ,"Estelle, Kanye West",apple-music/estelle-american-boy; estelle/estelle-american-boy; kanye-west/estelle-american-boy,apple-music; estelle; kanye-west
81896

68199696-1fac-4620-9e8d-97c781939d6f,Avalon - Log Off,Avalon,Log Off,,,XGtiQx_TujU,"PlaqueBoyMax, Bryson Tiller",avalon/log-off; plaqueboymax/log-off; bryson-tiller/log-off,avalon; plaqueboymax; bryson-tiller
データ削除


958a4035-52a4-4e21-a4d9-f7801ed90e8f,Badlands - Dreams In The Dark,Badlands,Dreams In The Dark,,,9lsgtsX-aLc,"The Velvet Underground, Nico",badlands/dreams-in-the-dark; velvet-underground/dreams-in-the-dark; nico/dreams-in-the-dark,badlands; velvet-underground; nico
135230

ce0b6a03-3440-4084-a9c4-c34714d46e8e,Luis Fonsi - Despacito,Luis Fonsi,Despacito,,,kJQP7kiw5Fk,"Luis Fonsi, Daddy Yankee",luis-fonsi/despacito; daddy-yankee/despacito,luis-fonsi; daddy-yankee
135235

a02609eb-ab0b-4107-8649-8bb614f79d59,Milet - Inside You / The Home Take,Milet,Inside You / The Home Take,,,qpJisYsDo_I,"Chris Brown, Tyga, Fat Trel",milet/inside-you-the-home-take; chris-brown/inside-you-the-home-take; tyga/inside-you-the-home-take; fat-trel/inside-you-the-home-take,milet; chris-brown; tyga; fat-trel
データ削除

aa9cc627-c328-43fc-8cbb-b60b671c1ab5,Olivia Newton - John - Physical,Olivia Newton,John - Physical,,,vWz9VN40nCA,"Glee Cast, Olivia Newton-John",olivia-newton/john-physical; glee-cast/john-physical; olivia-newton-john/john-physical,olivia-newton; glee-cast; olivia-newton-john
135241

999b06bd-a7f7-4df1-afe8-58839f1046d4,Passenger,Passenger,Passenger,,,RBumgq5yVrA,"Passenger, Ed Sheeran",passenger/passenger; ed-sheeran/passenger,passenger; ed-sheeran
54959

0e703945-2d0a-4076-9b1f-cbffaa74f89a,Richard Sanderson - Reality,Richard Sanderson,Reality,,,EQDHCyFe2rY,"Vladimir Cosma, Richard Sanderson",richard-sanderson/reality; vladimir-cosma/reality,richard-sanderson; vladimir-cosma
135249

3fcc425c-ea05-4508-bec5-9d4a7a6f23b2,Ryo(⤴️⤵️) - Never Fall In Love Again,Ryo(⤴️⤵️),Never Fall In Love Again,,,QZXLmj8jyrw,"Stephen Sanchez, Em Beihold",ryo/never-fall-in-love-again; stephen-sanchez/never-fall-in-love-again; em-beihold/never-fall-in-love-again,ryo; stephen-sanchez; em-beihold
データ削除
